product_name,category,price,quantity,total_sales,discount,order_date,customer_rating,payment_method,supplier_name,profit,customer_segment,region,city,customer_id,product_id,order_id,supplier_id
Table Lamp,Home & Kitchen,42516.65,3,127549.95,24,2024/04/28,1.8,Net Banking,Zojirushi,25509.99,Wholesale,West,Ahemdabad,CUSID0306,PROD0306,ORD00306,SUPID0306
Comic Book,Books,27175.37,5,135876.85,28,2024/08/02,3.9,COD,Kodansha,27175.37,Online,West,Mumbai,CUSID0307,PROD0307,ORD00307,SUPID0307
Dress,Clothing,25379.68,4,101518.72,26,2024/10/06,3.5,Wallet,Uniqlo,20303.744,Retail,South,Chennai,CUSID0308,PROD0308,ORD00308,SUPID0308
Educational Book,Books,29568.18,3,88704.54,28,2025/01/12,1.3,Credit Card,Kodansha,17740.908,Online,South,Bengaluru,CUSID0309,PROD0309,ORD00309,SUPID0309
Fiction Novel,Books,23562.27,2,47124.54,5,2024/12/23,4.9,Credit Card,Kodansha,9424.908,Online,West,Mumbai,CUSID0310,PROD0310,ORD00310,SUPID0310
Dress,Clothing,19134.26,2,38268.52,28,2024/02/12,4.6,COD,Uniqlo,7653.704,Online,East,Kolkata,CUSID0311,PROD0311,ORD00311,SUPID0311
Fiction Novel,Books,10176.11,5,50880.55,24,2024/08/17,2.1,Net Banking,Kodansha,10176.11,Online,West,Mumbai,CUSID0312,PROD0312,ORD00312,SUPID0312
Laptop,Electronics,48177.16,3,144531.48,15,2024/03/05,1.7,Net Banking,Sony,28906.296,Wholesale,South,Bengaluru,CUSID0313,PROD0313,ORD00313,SUPID0313
Mixer Grinder,Home & Kitchen,6119.31,5,30596.55,21,2024/03/07,1.5,Net Banking,Zojirushi,6119.31,Retail,North,Jaipur,CUSID0314,PROD0314,ORD00314,SUPID0314
Shampoo,Beauty,6015.13,1,6015.13,12,2024/08/26,1.9,Credit Card,Shiseido,1203.026,Online,North,Jaipur,CUSID0315,PROD0315,ORD00315,SUPID0315
T-Shirt,Clothing,41198.84,4,164795.36,8,2024/04/08,3,Credit Card,Uniqlo,32959.072,Wholesale,East,Kolkata,CUSID0316,PROD0316,ORD00316,SUPID0316
Cookbook,Books,11527.7,3,34583.1,10,2024/11/30,1.8,Net Banking,Kodansha,6916.62,Retail,West,Mumbai,CUSID0317,PROD0317,ORD00317,SUPID0317
Smartwatch,Electronics,27749.19,4,110996.76,12,2025/01/22,2.5,Wallet,Panasonic,22199.352,Retail,North,Delhi,CUSID0318,PROD0318,ORD00318,SUPID0318
Smartphone,Electronics,14014.82,1,14014.82,24,2024/11/23,4.6,Credit Card,Panasonic,2802.964,Retail,West,Mumbai,CUSID0319,PROD0319,ORD00319,SUPID0319
Smartphone,Electronics,23293.14,2,46586.28,7,2024/06/08,4.1,UPI,Sony,9317.256,Retail,South,Bengaluru,CUSID0320,PROD0320,ORD00320,SUPID0320
Sneakers,Clothing,38592.49,5,192962.45,20,2024/10/13,3.2,Wallet,Uniqlo,38592.49,Online,North,Delhi,CUSID0321,PROD0321,ORD00321,SUPID0321
Smartphone,Electronics,39898.86,1,39898.86,29,2024/06/03,1.8,Wallet,Sony,7979.772,Online,East,Kolkata,CUSID0322,PROD0322,ORD00322,SUPID0322
Educational Book,Books,39842.5,2,79685,7,2024/10/10,4.4,Debit Card,Kodansha,15937,Wholesale,South,Bengaluru,CUSID0323,PROD0323,ORD00323,SUPID0323
Fiction Novel,Books,30395.25,1,30395.25,29,2024/04/07,1.1,COD,Kodansha,6079.05,Wholesale,East,Kolkata,CUSID0324,PROD0324,ORD00324,SUPID0324
Face Cream,Beauty,36560.32,5,182801.6,22,2025/01/01,2.5,Net Banking,Shiseido,36560.32,Wholesale,South,Bengaluru,CUSID0325,PROD0325,ORD00325,SUPID0325
Cookware Set,Home & Kitchen,44248.09,1,44248.09,18,2024/02/19,3.1,Net Banking,Zojirushi,8849.618,Retail,North,Delhi,CUSID0326,PROD0326,ORD00326,SUPID0326
Tablet,Electronics,18386.26,1,18386.26,22,2024/10/06,1.4,Credit Card,Sony,3677.252,Retail,East,Kolkata,CUSID0327,PROD0327,ORD00327,SUPID0327
Jacket,Clothing,33683.4,1,33683.4,6,2025/01/08,3.8,Debit Card,Uniqlo,6736.68,Online,East,Kolkata,CUSID0328,PROD0328,ORD00328,SUPID0328
Hair Dryer,Beauty,49561.57,3,148684.71,26,2024/04/03,3.5,Net Banking,Shiseido,29736.942,Retail,South,Chennai,CUSID0329,PROD0329,ORD00329,SUPID0329
Face Cream,Beauty,18551.65,2,37103.3,7,2024/03/30,2.6,Credit Card,Shiseido,7420.66,Retail,East,Kolkata,CUSID0330,PROD0330,ORD00330,SUPID0330
Headphones,Electronics,12249.35,5,61246.75,20,2025/01/29,2.9,Wallet,Sony,12249.35,Retail,South,Bengaluru,CUSID0331,PROD0331,ORD00331,SUPID0331
Jeans,Clothing,35305.39,1,35305.39,13,2024/06/10,2.2,UPI,Uniqlo,7061.078,Wholesale,South,Bengaluru,CUSID0332,PROD0332,ORD00332,SUPID0332
Smartwatch,Electronics,16790.46,5,83952.3,8,2024/08/27,4.3,Net Banking,Panasonic,16790.46,Wholesale,South,Bengaluru,CUSID0333,PROD0333,ORD00333,SUPID0333
Jacket,Clothing,26096.96,4,104387.84,5,2024/03/28,3.5,Debit Card,Uniqlo,20877.568,Online,South,Bengaluru,CUSID0334,PROD0334,ORD00334,SUPID0334
Self-Help Book,Books,34361.96,5,171809.8,8,2024/03/22,4.4,Net Banking,Kodansha,34361.96,Retail,North,Jaipur,CUSID0335,PROD0335,ORD00335,SUPID0335
Table Lamp,Home & Kitchen,46079.49,5,230397.45,5,2024/02/28,3.7,Net Banking,Zojirushi,46079.49,Retail,South,Bengaluru,CUSID0336,PROD0336,ORD00336,SUPID0336
Mixer Grinder,Home & Kitchen,47053.44,2,94106.88,18,2024/06/05,3,COD,Zojirushi,18821.376,Online,West,Ahemdabad,CUSID0337,PROD0337,ORD00337,SUPID0337
Tablet,Electronics,18905.94,3,56717.82,25,2024/08/14,4.5,UPI,Sony,11343.564,Retail,East,Kolkata,CUSID0338,PROD0338,ORD00338,SUPID0338
Hair Dryer,Beauty,30977.18,3,92931.54,20,2024/11/08,3.3,UPI,Shiseido,18586.308,Retail,West,Mumbai,CUSID0339,PROD0339,ORD00339,SUPID0339
Table Lamp,Home & Kitchen,41841.57,2,83683.14,24,2024/05/27,1.1,COD,Zojirushi,16736.628,Wholesale,North,Jaipur,CUSID0340,PROD0340,ORD00340,SUPID0340
Laptop,Electronics,4277.15,4,17108.6,28,2024/08/12,2.1,COD,Sony,3421.72,Online,West,Ahemdabad,CUSID0341,PROD0341,ORD00341,SUPID0341
Sofa Cover,Home & Kitchen,15648.85,2,31297.7,12,2025/02/03,4.4,Credit Card,Zojirushi,6259.54,Online,East,Kolkata,CUSID0342,PROD0342,ORD00342,SUPID0342
Headphones,Electronics,26992.72,3,80978.16,11,2024/02/15,1.1,Wallet,Panasonic,16195.632,Online,West,Ahemdabad,CUSID0343,PROD0343,ORD00343,SUPID0343
Headphones,Electronics,49586.31,4,198345.24,7,2024/05/03,4.3,UPI,Panasonic,39669.048,Online,North,Jaipur,CUSID0344,PROD0344,ORD00344,SUPID0344
Tablet,Electronics,37181.04,1,37181.04,21,2024/03/21,1.2,Wallet,Sony,7436.208,Wholesale,South,Chennai,CUSID0345,PROD0345,ORD00345,SUPID0345
Sneakers,Clothing,46090.65,4,184362.6,5,2025/01/25,3.3,UPI,Uniqlo,36872.52,Wholesale,West,Ahemdabad,CUSID0346,PROD0346,ORD00346,SUPID0346
Educational Book,Books,48151.09,4,192604.36,20,2024/07/23,2.9,UPI,Kodansha,38520.872,Retail,North,Jaipur,CUSID0347,PROD0347,ORD00347,SUPID0347
Smartwatch,Electronics,8197.47,2,16394.94,16,2024/09/28,3,Wallet,Panasonic,3278.988,Retail,North,Delhi,CUSID0348,PROD0348,ORD00348,SUPID0348
Cookware Set,Home & Kitchen,40679.29,2,81358.58,23,2024/07/13,1.5,Wallet,Zojirushi,16271.716,Retail,East,Kolkata,CUSID0349,PROD0349,ORD00349,SUPID0349
Perfume,Beauty,45012.71,3,135038.13,26,2024/10/15,4.9,UPI,Shiseido,27007.626,Retail,East,Kolkata,CUSID0350,PROD0350,ORD00350,SUPID0350
Perfume,Beauty,5127.02,3,15381.06,27,2025/02/07,4.5,Debit Card,Shiseido,3076.212,Wholesale,West,Mumbai,CUSID0351,PROD0351,ORD00351,SUPID0351
Laptop,Electronics,13954.48,3,41863.44,26,2025/01/12,1.5,UPI,Sony,8372.688,Online,South,Chennai,CUSID0352,PROD0352,ORD00352,SUPID0352
T-Shirt,Clothing,26166.89,4,104667.56,18,2024/09/06,3.7,Credit Card,Uniqlo,20933.512,Wholesale,North,Delhi,CUSID0353,PROD0353,ORD00353,SUPID0353
Hair Dryer,Beauty,45072.69,2,90145.38,10,2024/12/30,2.6,Wallet,Shiseido,18029.076,Retail,West,Mumbai,CUSID0354,PROD0354,ORD00354,SUPID0354
T-Shirt,Clothing,33543.19,2,67086.38,10,2024/03/09,3.7,UPI,Uniqlo,13417.276,Wholesale,North,Delhi,CUSID0355,PROD0355,ORD00355,SUPID0355
Self-Help Book,Books,34116.23,3,102348.69,17,2024/03/20,1.4,Wallet,Kodansha,20469.738,Online,North,Delhi,CUSID0356,PROD0356,ORD00356,SUPID0356
Self-Help Book,Books,15466.4,5,77332,23,2024/07/29,2.9,Wallet,Kodansha,15466.4,Online,South,Chennai,CUSID0357,PROD0357,ORD00357,SUPID0357
Laptop,Electronics,19879.4,4,79517.6,26,2024/03/15,3.2,Debit Card,Sony,15903.52,Wholesale,South,Bengaluru,CUSID0358,PROD0358,ORD00358,SUPID0358
Sofa Cover,Home & Kitchen,11914.15,2,23828.3,12,2024/06/10,2.4,Wallet,Zojirushi,4765.66,Wholesale,West,Mumbai,CUSID0359,PROD0359,ORD00359,SUPID0359
Dress,Clothing,7936.32,4,31745.28,6,2024/09/21,1.5,Credit Card,Uniqlo,6349.056,Wholesale,South,Chennai,CUSID0360,PROD0360,ORD00360,SUPID0360
Educational Book,Books,7633.85,2,15267.7,25,2024/09/01,3.8,Net Banking,Kodansha,3053.54,Retail,South,Bengaluru,CUSID0361,PROD0361,ORD00361,SUPID0361
Face Cream,Beauty,2470.82,4,9883.28,5,2024/05/26,2,UPI,Shiseido,1976.656,Wholesale,West,Ahemdabad,CUSID0362,PROD0362,ORD00362,SUPID0362
Sofa Cover,Home & Kitchen,908.47,3,2725.41,19,2024/09/27,4.6,COD,Zojirushi,545.082,Wholesale,South,Bengaluru,CUSID0363,PROD0363,ORD00363,SUPID0363
Table Lamp,Home & Kitchen,14102.56,4,56410.24,5,2024/09/20,2.9,COD,Zojirushi,11282.048,Wholesale,East,Kolkata,CUSID0364,PROD0364,ORD00364,SUPID0364
Laptop,Electronics,23287.93,4,93151.72,9,2024/08/14,2,Debit Card,Panasonic,18630.344,Online,North,Jaipur,CUSID0365,PROD0365,ORD00365,SUPID0365
Mixer Grinder,Home & Kitchen,41333.21,1,41333.21,20,2025/01/28,4,Net Banking,Zojirushi,8266.642,Online,North,Delhi,CUSID0366,PROD0366,ORD00366,SUPID0366
Educational Book,Books,35304.99,1,35304.99,23,2024/08/06,2,COD,Kodansha,7060.998,Retail,North,Delhi,CUSID0367,PROD0367,ORD00367,SUPID0367
Jeans,Clothing,22335.58,2,44671.16,8,2024/07/31,3.8,Wallet,Uniqlo,8934.232,Retail,North,Delhi,CUSID0368,PROD0368,ORD00368,SUPID0368
Cookware Set,Home & Kitchen,40486.08,5,202430.4,7,2024/11/26,3.6,Wallet,Zojirushi,40486.08,Online,West,Ahemdabad,CUSID0369,PROD0369,ORD00369,SUPID0369
Educational Book,Books,20353.4,1,20353.4,21,2024/07/07,2.9,UPI,Kodansha,4070.68,Online,North,Jaipur,CUSID0370,PROD0370,ORD00370,SUPID0370
Laptop,Electronics,2258.27,3,6774.81,21,2024/10/24,4.8,Wallet,Panasonic,1354.962,Online,North,Delhi,CUSID0371,PROD0371,ORD00371,SUPID0371
Smartphone,Electronics,704.55,5,3522.75,16,2024/05/28,4,Debit Card,Panasonic,704.55,Wholesale,North,Jaipur,CUSID0372,PROD0372,ORD00372,SUPID0372
Table Lamp,Home & Kitchen,38629,1,38629,18,2024/07/15,4,Net Banking,Zojirushi,7725.8,Wholesale,North,Jaipur,CUSID0373,PROD0373,ORD00373,SUPID0373
Fiction Novel,Books,37303.26,4,149213.04,25,2025/01/07,2.9,COD,Kodansha,29842.608,Online,East,Kolkata,CUSID0374,PROD0374,ORD00374,SUPID0374
Smartphone,Electronics,11507.22,4,46028.88,10,2024/04/17,1.4,Debit Card,Panasonic,9205.776,Wholesale,North,Delhi,CUSID0375,PROD0375,ORD00375,SUPID0375
Table Lamp,Home & Kitchen,48710.25,1,48710.25,7,2024/10/06,1.7,Credit Card,Zojirushi,9742.05,Wholesale,East,Kolkata,CUSID0376,PROD0376,ORD00376,SUPID0376
Educational Book,Books,20075.81,1,20075.81,13,2024/06/12,4.9,Debit Card,Kodansha,4015.162,Retail,West,Ahemdabad,CUSID0377,PROD0377,ORD00377,SUPID0377
Comic Book,Books,8448.77,2,16897.54,9,2024/05/12,3.8,UPI,Kodansha,3379.508,Online,South,Bengaluru,CUSID0378,PROD0378,ORD00378,SUPID0378
Sneakers,Clothing,29310.76,4,117243.04,28,2024/07/03,4.4,Wallet,Uniqlo,23448.608,Online,North,Delhi,CUSID0379,PROD0379,ORD00379,SUPID0379
Educational Book,Books,708.78,4,2835.12,21,2024/11/29,2,COD,Kodansha,567.024,Wholesale,South,Bengaluru,CUSID0380,PROD0380,ORD00380,SUPID0380
Jacket,Clothing,24062.33,4,96249.32,18,2025/01/19,1.1,Debit Card,Uniqlo,19249.864,Online,South,Chennai,CUSID0381,PROD0381,ORD00381,SUPID0381
Sneakers,Clothing,27827.66,1,27827.66,25,2024/06/18,4.5,COD,Uniqlo,5565.532,Retail,West,Mumbai,CUSID0382,PROD0382,ORD00382,SUPID0382
Smartwatch,Electronics,40862.87,2,81725.74,7,2024/05/22,1.4,Debit Card,Sony,16345.148,Retail,South,Chennai,CUSID0383,PROD0383,ORD00383,SUPID0383
Sneakers,Clothing,11399.26,2,22798.52,5,2024/02/17,1,Net Banking,Uniqlo,4559.704,Retail,East,Kolkata,CUSID0384,PROD0384,ORD00384,SUPID0384
Hair Dryer,Beauty,5463.13,1,5463.13,24,2024/06/30,3.9,Debit Card,Shiseido,1092.626,Online,South,Chennai,CUSID0385,PROD0385,ORD00385,SUPID0385
Comic Book,Books,8644.99,5,43224.95,25,2024/07/17,4.3,Debit Card,Kodansha,8644.99,Online,South,Chennai,CUSID0386,PROD0386,ORD00386,SUPID0386
Headphones,Electronics,27481.15,2,54962.3,27,2024/10/27,3.2,COD,Sony,10992.46,Online,South,Bengaluru,CUSID0387,PROD0387,ORD00387,SUPID0387
Self-Help Book,Books,47819.23,4,191276.92,5,2024/06/03,1.1,Wallet,Kodansha,38255.384,Online,North,Delhi,CUSID0388,PROD0388,ORD00388,SUPID0388
Lipstick,Beauty,7145.81,4,28583.24,7,2024/03/09,1.9,Wallet,Shiseido,5716.648,Online,North,Jaipur,CUSID0389,PROD0389,ORD00389,SUPID0389
Headphones,Electronics,29847.4,3,89542.2,22,2024/06/04,2.9,Debit Card,Panasonic,17908.44,Retail,East,Kolkata,CUSID0390,PROD0390,ORD00390,SUPID0390
Lipstick,Beauty,11186.35,2,22372.7,29,2024/10/28,1.1,COD,Shiseido,4474.54,Wholesale,East,Kolkata,CUSID0391,PROD0391,ORD00391,SUPID0391
Educational Book,Books,36535.74,3,109607.22,14,2024/07/02,1.2,UPI,Kodansha,21921.444,Retail,North,Jaipur,CUSID0392,PROD0392,ORD00392,SUPID0392
Sneakers,Clothing,12046.9,3,36140.7,26,2025/01/05,3.2,COD,Uniqlo,7228.14,Online,East,Kolkata,CUSID0393,PROD0393,ORD00393,SUPID0393
Hair Dryer,Beauty,7043.51,4,28174.04,30,2024/03/12,2.3,UPI,Shiseido,5634.808,Retail,North,Delhi,CUSID0394,PROD0394,ORD00394,SUPID0394
Sneakers,Clothing,34369.57,4,137478.28,7,2024/07/31,1.6,Net Banking,Uniqlo,27495.656,Online,West,Ahemdabad,CUSID0395,PROD0395,ORD00395,SUPID0395
Sneakers,Clothing,4827.49,3,14482.47,12,2024/03/10,4.2,Debit Card,Uniqlo,2896.494,Online,South,Bengaluru,CUSID0396,PROD0396,ORD00396,SUPID0396
Lipstick,Beauty,14851.66,2,29703.32,18,2025/01/08,1.9,Debit Card,Shiseido,5940.664,Retail,South,Bengaluru,CUSID0397,PROD0397,ORD00397,SUPID0397
Jacket,Clothing,40248.27,3,120744.81,28,2024/04/19,3.9,Wallet,Uniqlo,24148.962,Online,East,Kolkata,CUSID0398,PROD0398,ORD00398,SUPID0398
Jeans,Clothing,37135.36,2,74270.72,22,2024/12/23,3,Net Banking,Uniqlo,14854.144,Wholesale,North,Delhi,CUSID0399,PROD0399,ORD00399,SUPID0399
Shampoo,Beauty,25794.78,5,128973.9,19,2024/08/13,1,Debit Card,Shiseido,25794.78,Online,North,Delhi,CUSID0400,PROD0400,ORD00400,SUPID0400
Shampoo,Beauty,47564.29,3,142692.87,26,2024/05/23,3.5,Net Banking,Shiseido,28538.574,Wholesale,East,Kolkata,CUSID0401,PROD0401,ORD00401,SUPID0401
Mixer Grinder,Home & Kitchen,5500.92,3,16502.76,27,2024/07/27,2.3,Debit Card,Zojirushi,3300.552,Wholesale,North,Delhi,CUSID0402,PROD0402,ORD00402,SUPID0402
Comic Book,Books,904.29,2,1808.58,6,2024/05/01,3.5,Debit Card,Kodansha,361.716,Online,West,Mumbai,CUSID0403,PROD0403,ORD00403,SUPID0403
Smartwatch,Electronics,25035.46,2,50070.92,14,2024/04/15,4.5,Debit Card,Panasonic,10014.184,Retail,South,Chennai,CUSID0404,PROD0404,ORD00404,SUPID0404
Sneakers,Clothing,30156.36,5,150781.8,6,2025/01/06,4.4,UPI,Uniqlo,30156.36,Wholesale,East,Kolkata,CUSID0405,PROD0405,ORD00405,SUPID0405
Jacket,Clothing,42189.9,1,42189.9,30,2025/01/12,3.4,Credit Card,Uniqlo,8437.98,Retail,East,Kolkata,CUSID0406,PROD0406,ORD00406,SUPID0406
Jeans,Clothing,41122.81,2,82245.62,21,2024/12/10,4.8,Net Banking,Uniqlo,16449.124,Wholesale,North,Jaipur,CUSID0407,PROD0407,ORD00407,SUPID0407
T-Shirt,Clothing,21705.78,1,21705.78,12,2024/10/05,1.1,COD,Uniqlo,4341.156,Online,East,Kolkata,CUSID0408,PROD0408,ORD00408,SUPID0408
Headphones,Electronics,28391.65,3,85174.95,5,2024/12/11,2.5,Debit Card,Panasonic,17034.99,Online,West,Ahemdabad,CUSID0409,PROD0409,ORD00409,SUPID0409
Mixer Grinder,Home & Kitchen,40031.86,2,80063.72,13,2024/12/16,1.9,COD,Zojirushi,16012.744,Wholesale,North,Jaipur,CUSID0410,PROD0410,ORD00410,SUPID0410
Mixer Grinder,Home & Kitchen,41248.02,4,164992.08,15,2025/01/12,2.6,Credit Card,Zojirushi,32998.416,Online,North,Delhi,CUSID0411,PROD0411,ORD00411,SUPID0411
Shampoo,Beauty,35325.38,2,70650.76,26,2024/05/18,4.1,UPI,Shiseido,14130.152,Wholesale,North,Delhi,CUSID0412,PROD0412,ORD00412,SUPID0412
Mixer Grinder,Home & Kitchen,45866.22,1,45866.22,20,2024/12/09,3.9,COD,Zojirushi,9173.244,Online,North,Jaipur,CUSID0413,PROD0413,ORD00413,SUPID0413
Dress,Clothing,42975.36,4,171901.44,11,2024/08/18,3.3,COD,Uniqlo,34380.288,Retail,West,Ahemdabad,CUSID0414,PROD0414,ORD00414,SUPID0414
Tablet,Electronics,7532.86,5,37664.3,14,2025/02/07,1.5,UPI,Panasonic,7532.86,Online,North,Jaipur,CUSID0415,PROD0415,ORD00415,SUPID0415
Face Cream,Beauty,39931.75,4,159727,27,2024/04/19,2.4,Credit Card,Shiseido,31945.4,Retail,East,Kolkata,CUSID0416,PROD0416,ORD00416,SUPID0416
Headphones,Electronics,20760.44,4,83041.76,30,2024/03/10,2.4,COD,Sony,16608.352,Online,West,Mumbai,CUSID0417,PROD0417,ORD00417,SUPID0417
T-Shirt,Clothing,29466.3,5,147331.5,7,2024/07/23,1.3,Net Banking,Uniqlo,29466.3,Retail,South,Chennai,CUSID0418,PROD0418,ORD00418,SUPID0418
Face Cream,Beauty,756.85,3,2270.55,22,2024/11/04,4.8,UPI,Shiseido,454.11,Online,South,Chennai,CUSID0419,PROD0419,ORD00419,SUPID0419
Smartwatch,Electronics,43711.45,4,174845.8,29,2024/06/27,4.5,Wallet,Panasonic,34969.16,Retail,East,Kolkata,CUSID0420,PROD0420,ORD00420,SUPID0420
Comic Book,Books,1134.78,2,2269.56,28,2024/06/09,3.9,Debit Card,Kodansha,453.912,Wholesale,East,Kolkata,CUSID0421,PROD0421,ORD00421,SUPID0421
Sofa Cover,Home & Kitchen,6859,3,20577,17,2024/10/05,1.6,Net Banking,Zojirushi,4115.4,Wholesale,West,Mumbai,CUSID0422,PROD0422,ORD00422,SUPID0422
Self-Help Book,Books,28818.74,3,86456.22,30,2024/06/27,1.4,Debit Card,Kodansha,17291.244,Retail,South,Chennai,CUSID0423,PROD0423,ORD00423,SUPID0423
Laptop,Electronics,25233.95,4,100935.8,11,2024/10/25,4.1,COD,Panasonic,20187.16,Online,South,Bengaluru,CUSID0424,PROD0424,ORD00424,SUPID0424
Educational Book,Books,28577.34,1,28577.34,29,2024/08/20,2.7,UPI,Kodansha,5715.468,Retail,South,Chennai,CUSID0425,PROD0425,ORD00425,SUPID0425
Bedsheet,Home & Kitchen,7322.87,3,21968.61,8,2024/02/22,5,COD,Zojirushi,4393.722,Online,South,Bengaluru,CUSID0426,PROD0426,ORD00426,SUPID0426
Fiction Novel,Books,25144.48,4,100577.92,17,2024/05/05,1.3,Net Banking,Kodansha,20115.584,Wholesale,South,Bengaluru,CUSID0427,PROD0427,ORD00427,SUPID0427
Mixer Grinder,Home & Kitchen,16289.17,5,81445.85,24,2024/11/14,2.6,Net Banking,Zojirushi,16289.17,Online,North,Delhi,CUSID0428,PROD0428,ORD00428,SUPID0428
Comic Book,Books,24973.13,3,74919.39,5,2024/12/08,3.2,Debit Card,Kodansha,14983.878,Wholesale,East,Kolkata,CUSID0429,PROD0429,ORD00429,SUPID0429
Cookware Set,Home & Kitchen,5804.38,2,11608.76,12,2024/05/16,2.2,COD,Zojirushi,2321.752,Online,North,Delhi,CUSID0430,PROD0430,ORD00430,SUPID0430
Jeans,Clothing,43502.85,1,43502.85,18,2024/03/13,4.2,Net Banking,Uniqlo,8700.57,Online,South,Chennai,CUSID0431,PROD0431,ORD00431,SUPID0431
Smartphone,Electronics,46770.01,5,233850.05,20,2024/04/10,2.9,Net Banking,Panasonic,46770.01,Online,West,Ahemdabad,CUSID0432,PROD0432,ORD00432,SUPID0432
Laptop,Electronics,38160.98,2,76321.96,18,2024/03/31,4,Debit Card,Panasonic,15264.392,Retail,West,Mumbai,CUSID0433,PROD0433,ORD00433,SUPID0433
Headphones,Electronics,14797.27,2,29594.54,16,2025/01/25,3.4,UPI,Panasonic,5918.908,Retail,South,Bengaluru,CUSID0434,PROD0434,ORD00434,SUPID0434
Shampoo,Beauty,16951.57,5,84757.85,23,2024/03/28,2,Wallet,Shiseido,16951.57,Wholesale,South,Bengaluru,CUSID0435,PROD0435,ORD00435,SUPID0435
Smartphone,Electronics,20087.65,2,40175.3,27,2024/10/27,2.7,Wallet,Panasonic,8035.06,Wholesale,West,Ahemdabad,CUSID0436,PROD0436,ORD00436,SUPID0436
Face Cream,Beauty,45544.54,4,182178.16,19,2024/04/23,3,COD,Shiseido,36435.632,Retail,North,Jaipur,CUSID0437,PROD0437,ORD00437,SUPID0437
Shampoo,Beauty,4986.9,1,4986.9,6,2024/12/23,4.4,COD,Shiseido,997.38,Wholesale,North,Delhi,CUSID0438,PROD0438,ORD00438,SUPID0438
Bedsheet,Home & Kitchen,37890.56,1,37890.56,6,2024/06/30,2.4,COD,Zojirushi,7578.112,Retail,South,Bengaluru,CUSID0439,PROD0439,ORD00439,SUPID0439
Tablet,Electronics,26947.54,2,53895.08,27,2024/06/05,4.1,Net Banking,Sony,10779.016,Online,North,Delhi,CUSID0440,PROD0440,ORD00440,SUPID0440
Headphones,Electronics,16929.74,3,50789.22,26,2024/03/17,1.5,Wallet,Panasonic,10157.844,Wholesale,West,Mumbai,CUSID0441,PROD0441,ORD00441,SUPID0441
Smartphone,Electronics,30310.92,3,90932.76,23,2024/04/20,3.5,UPI,Sony,18186.552,Wholesale,North,Delhi,CUSID0442,PROD0442,ORD00442,SUPID0442
Educational Book,Books,33643.5,5,168217.5,29,2024/06/16,4.2,UPI,Kodansha,33643.5,Retail,South,Bengaluru,CUSID0443,PROD0443,ORD00443,SUPID0443
Cookbook,Books,27847.81,3,83543.43,30,2024/09/16,4.3,Net Banking,Kodansha,16708.686,Wholesale,West,Mumbai,CUSID0444,PROD0444,ORD00444,SUPID0444
Educational Book,Books,19055.03,3,57165.09,26,2024/08/25,4.3,Credit Card,Kodansha,11433.018,Wholesale,North,Delhi,CUSID0445,PROD0445,ORD00445,SUPID0445
Self-Help Book,Books,24012.7,1,24012.7,30,2024/11/26,4.8,Credit Card,Kodansha,4802.54,Online,East,Kolkata,CUSID0446,PROD0446,ORD00446,SUPID0446
Sneakers,Clothing,8182.19,2,16364.38,30,2024/08/04,4.2,COD,Uniqlo,3272.876,Wholesale,West,Mumbai,CUSID0447,PROD0447,ORD00447,SUPID0447
Hair Dryer,Beauty,35810.63,4,143242.52,26,2024/04/06,1.2,UPI,Shiseido,28648.504,Online,West,Ahemdabad,CUSID0448,PROD0448,ORD00448,SUPID0448
T-Shirt,Clothing,23433.86,1,23433.86,21,2024/08/17,3.8,COD,Uniqlo,4686.772,Retail,East,Kolkata,CUSID0449,PROD0449,ORD00449,SUPID0449
Tablet,Electronics,42946.11,4,171784.44,24,2024/08/31,3.2,UPI,Sony,34356.888,Wholesale,East,Kolkata,CUSID0450,PROD0450,ORD00450,SUPID0450
Sneakers,Clothing,3995.44,4,15981.76,14,2024/05/26,4,Debit Card,Uniqlo,3196.352,Online,West,Ahemdabad,CUSID0451,PROD0451,ORD00451,SUPID0451
Face Cream,Beauty,38728.75,1,38728.75,10,2024/10/05,4,Wallet,Shiseido,7745.75,Retail,East,Kolkata,CUSID0452,PROD0452,ORD00452,SUPID0452
Jacket,Clothing,46205.47,3,138616.41,19,2024/09/07,2.7,Credit Card,Uniqlo,27723.282,Wholesale,South,Bengaluru,CUSID0453,PROD0453,ORD00453,SUPID0453
Jeans,Clothing,7631.48,3,22894.44,26,2024/07/18,3,Debit Card,Uniqlo,4578.888,Retail,South,Chennai,CUSID0454,PROD0454,ORD00454,SUPID0454
Comic Book,Books,4581.73,4,18326.92,15,2024/05/24,3.4,Credit Card,Kodansha,3665.384,Wholesale,South,Bengaluru,CUSID0455,PROD0455,ORD00455,SUPID0455
Tablet,Electronics,9761.64,3,29284.92,9,2024/08/27,2.5,Wallet,Panasonic,5856.984,Retail,West,Mumbai,CUSID0456,PROD0456,ORD00456,SUPID0456
Hair Dryer,Beauty,1582.84,3,4748.52,5,2024/09/10,2.9,Debit Card,Shiseido,949.704,Retail,East,Kolkata,CUSID0457,PROD0457,ORD00457,SUPID0457
Laptop,Electronics,8902.26,5,44511.3,12,2025/01/08,2.4,Debit Card,Panasonic,8902.26,Online,East,Kolkata,CUSID0458,PROD0458,ORD00458,SUPID0458
